序号,题目,选项1,选项2,选项3,选项4,正确答案,正确奖励id,错误奖励id,精灵id
277,新买的丝袜如何处理更耐穿？,冰箱冰冻几天,用特色药水清洗,用温水侵泡,用猛火烧烤,1,5900,5910,
278,在生活中常说的“五金”不包括下列哪种金属？,锌,锡,金,铁,1,5900,5910,
279,以下哪种适合放在室内用来净化空气？,吊兰,郁金香,百合,含羞草,1,5900,5910,
280,胶纸粘在墙上不易撕下，可用？,吹风机吹一会,用水擦拭,用刀刮,画圈圈诅咒,1,5900,5910,
281,下列哪种可以除室内甲醛？,活性炭,橘子皮,生石灰,面粉,1,5900,5910,
282,鞋子上涂点什么，就不磨脚了？,白酒,风油精,油,牛奶,1,5900,5910,
283,太阳光中的什么会导致皮肤变黑？,紫外线,红外线,光波,热量,1,5900,5910,
284,东北富有什么资源？,黑土地,红土地,黄土地,破土地,1,5900,5910,
285,考试一般用什么铅笔？,2B,SB,NB,BB,1,5900,5910,
286,香港回归于哪一年？,1997年,1998年,1999年,2000年,1,5900,5910,
287,马奶酒是我国哪个少数民族最喜爱的饮料？,蒙古,彝族,壮族,维吾尔,1,5900,5910,
288,昙花一现的现指什么时候？,晚上,白天,下午,凌晨,1,5900,5910,
289,下列何种物品能够去除羊肉的异味？,萝卜,橘子皮,醋,辣椒,1,5900,5910,
290,热咖啡在什么温度时才香甜可口？,70度,0度,100度,30度,1,5900,5910,
291,在食品旁边，或肉上放一些什么，苍蝇就不会爬上去？,花椒,生姜,大蒜,黄油,1,5900,5910,
292,国铁道部的CRH高速动车，统一命名为什么号？,和谐号,高铁,快车,生命一号,1,5900,5910,
293,下列电器标志哪个是音量控制的符号？,VOLUME,APSS,TONE,STOP,1,5900,5910,
294,八宝茶是哪个地方特色茶？,宁夏,四川,西藏,青海,1,5900,5910,
295,西安羊肉泡馍的传说和哪个皇帝有关？,赵匡胤,朱元璋,赵恒,李世民,1,5900,5910,
296,美国副总统在鼓楼姚记炒肝店吃饭一共花多少钱？,79元,69元,89元,99元,1,5900,5910,
297,意大利语提拉米苏甜点是什么意思？,带我走,我爱你,真漂亮,很美味,1,5900,5910,
298,谢霆锋形容范爷像哪一道甜点？,舒芙蕾,黑森林,布朗尼,黑森林,1,5900,5910,
299,美国热狗是哪国人即兴发明的？,德国人,美国人,爱尔兰人,墨西哥人,1,5900,5910,
300,中东人饭后喜欢喝什么？,红茶,咖啡,奶茶,红酒,1,5900,5910,
301,白云猪手是哪个地方特色菜？,广州,四川,云南,福建,1,5900,5910,
302,贝克汉姆答一种食品？,烤火腿,牛肉,考芝士,番茄酱,1,5900,5910,
303,贾乃亮在爸爸回来中喜欢给甜心做什么吃？,饺子,包子,云吞,面包,1,5900,5910,
304,多多喜欢吃黄小厨做的什么？,卤肉饭,鸡蛋饼,炒牛肉,烤肉串,1,5900,5910,
305,宫保鸡丁是北京哪家老字号餐厅招牌菜？,眉川酒家,全聚德,便宜坊,大鸭梨,1,5900,5910,
306,青岛话吃gala喝啤酒gala指？,蛤蜊,扇贝,牡蛎,海螺,1,5900,5910,
307,椰奶清补凉是哪个地方的特色甜点？,海南,云南,重庆,广西,1,5900,5910,
308,秦桧（打一种食物）？,油条,油饼,油面,地沟油,1,5900,5910,
309,哪家餐厅最能代表杭帮菜？,外婆家,外公家,奶奶家,爷爷家,1,5900,5910,
310,被称为少女的酥胸的甜品是？,马卡龙,牛卡龙,龙卡牛,龙卡马,1,5900,5910,
311,章鱼烧来源于日本的哪里？,大阪,东京,广岛,神户,1,5900,5910,
312,被称为“肥彭蛋挞”是香港的哪一家甜品店？,泰昌饼家,85度c,圣安娜饼店,皇后饼屋,1,5900,5910,
313,有小人参之称的是哪种食物？,胡萝卜,青萝卜,土豆,红薯,1,5900,5910,
314,在明清时期，哪里臭豆腐被皇宫御赐为“贡品”？,绍兴,长沙,南京,四川,1,5900,5910,
315,因普鲁斯特的《追忆逝水年华》而闻名的甜点是？,马德琳蛋糕,慕斯蛋糕,芝士蛋糕,法式剧院蛋糕,1,5900,5910,
316,美国街头小贩经常吆喝FRANKS是卖的什么？,热狗,汉堡,香肠,三明治,1,5900,5910,
317,全球唯一一家在长途航线上对所有舱位提供香槟的航空公司？,法航,马航,泰航,阿联酋,1,5900,5910,
318,土耳其美食中离不开哪种食材？,番茄,青椒,茄子,土豆,1,5900,5910,
319,中国开设第一家星巴克咖啡店在哪个城市？,北京,上海,广州,深圳,1,5900,5910,
320,萨其马是源自我国哪个民族的食品？,满族,布依族,苗族,壮族,1,5900,5910,
321,一个星期享受七天是哪个烟草公司的广告语？,布郎烟草公司,韦伯斯特烟草公司,安东尼奥烟草公司,美国烟草公司,1,5900,5910,
322,维吾尔语“波糯是指新疆什么菜？,抓饭,炒面,麻鸡,啤沃,1,5900,5910,
323,德国人最讲究的是哪一餐？,早餐,午餐,晚餐,下午茶,1,5900,5910,
324,英式下午茶所使用的茶首选？,大吉岭红茶,崂山红茶,祁门红茶,坦洋红茶,1,5900,5910,
325,通常高级龙井茶的采制时间多在何时之前？,谷雨,清明节,重阳节,端午节,1,5900,5910,
326,银杏属于什么种类的水果？,核果类,仁果类,坚果类,复果类,1,5900,5910,
327,普洱茶产地在哪？,云南,贵州,海南,四川,1,5900,5910,
328,草莓上的疙瘩是什么？,籽,茎,皮,色沉,1,5900,5910,
329,炒栗子的时候为什么要放沙子？,使栗子均匀熟透,不会粘锅,会有沙粒的香气,干净卫生,1,5900,5910,
330,陈皮是哪种水果的表皮？,橘子,甘蔗,柠檬,蓝莓,1,5900,5910,
331,“灯影牛肉”是哪里的风味小吃？,四川,海南,江苏,广西,1,5900,5910,
332,点豆花或做豆腐时，需要在豆浆中加少量的？,石膏,烧碱,大苏打,明矾,1,5900,5910,
333,馒头起源于？,南方,北方,新疆,西方,1,5900,5910,
334,我们通常喝的“拿铁”实际上是咖啡和什么饮料调和而成的？,牛奶,酒精,水,汽水,1,5900,5910,
335,我国哪一银行执行中央银行的职能？,中国人民银行,中国工商银行,中国农业银行,中国建设银行,1,5900,5910,
336,酿造啤酒的主要原料是什么粮食？,麦子,大米,啤酒花,糯米,1,5900,5910,
337,橙子是橘子跟什么水果的杂交品种？,苹果,梨子,桃,柚子,1,5900,5910,
338,“冰激凌”是从哪国传进的外来语？,英国,美国,德国,法国,1,5900,5910,
339,土豆不宜存放在什么地方？,日光照射处,干燥处,通风处,卧室内,1,5900,5910,
340,鱼翅是哪种动物的鳍所制成的？,鲨鱼,鲸鱼,食人鱼,鲤鱼,1,5900,5910,
341,一个苹果最甜的地方是哪个部位？,顶部,中间,最里面,最外围,1,5900,5910,
342,我们通常吃的草莓是植物的什么？,花托,花萼,种子,果实,1,5900,5910,
343,以下哪一类茶是半发酵茶？,乌龙茶,红茶,绿茶,花茶,1,5900,5910,
344,红烧菜肴为什么放白糖？,呈色、提香,使味道甜美,使肉松软,提鲜,1,5900,5910,
345,醋放久会生白，防止其生白，最好在醋内加一些黄酒后再掺入少许？,精盐,姜末,白糖,蒜泥,1,5900,5910,
346,燕窝中最珍贵的是？,血燕,竹燕窝,天然燕窝,冰糖燕窝,1,5900,5910,
347,花椒的果实长在哪里的？,树上,花上,地下,根干,1,5900,5910,
348,酸味感会随着食物的温度升高而？,增强,减少,变甜,变咸,1,5900,5910,
349,怎样吃胡萝卜才能更好地吸收里边的胡萝卜素？,油烹后熟吃,生吃,水煮,油炸,1,5900,5910,
350,法国干邑白兰地酒的“X.O”标志表示什么意思？,贮藏期,商标,编码,名称,1,5900,5910,
351,下列酒中最宜在吃海鲜时饮用的是？,干白葡萄酒,红葡萄酒,白酒,啤酒,1,5900,5910,
352,我国南亚热带名贵特产龙眼俗称什么？,桂圆,荔枝,葡萄,草莓,1,5900,5910,
353,以盛产火腿闻名，也是横店影视城所在地的是浙江的哪座地级市？,金华,义务,杭州,宁波,1,5900,5910,
354,“宫保鸡丁”中的“宫保”是？,官名,人名,地名,学名,1,5900,5910,
355,天津狗不理包子有多少个褶？,18个,15个,16个,25个,1,5900,5910,
356,中国民间为什么要吃腊八粥？,纪念释迦牟尼,迎接春节,纪念小寒来临,个人喜好,1,5900,5910,
357,柠檬汁有哪些营养含量？,维生素C,维生素Z,维生素B,少量色素,1,5900,5910,
358,故南沙酥又叫做八沟糖饼，是哪里的民间小吃？,平泉,平遥,渭南,西安,1,5900,5910,
359,有诗说：“午梦初醒热面茶，干姜麻酱总须加。”哪里的特色？,北京,西安,平遥,天津,1,5900,5910,
360,哪里的鸭血粉丝汤却多用鹅血？,镇江,南京,四川,重庆,1,5900,5910,
361,中国古时称“胡饼”，自汉代传入中原后，曾一度风靡宫廷？,馕,馒头,饺子,混沌,1,5900,5910,
362,是宜宾地区最具特色的汉族传统名小吃之一，旧称油条面？,燃面,拌面,手擀面,冷面,1,5900,5910,
363,"三鲜豆皮是哪里“过早”的主要食品之一,极具特色的传统小吃？",武汉,湖南,成都,重庆,1,5900,5910,
364,被誉为“西秦第一点”，是由唐代的千层烙饼改进而来？,油酥饼,老婆饼,老公饼,外婆饼,1,5900,5910,
365,糖油粑粑是哪里街知巷闻的传统小吃，深受民众喜爱？,长沙,南京,云南,广州,1,5900,5910,
366,西北地区的特色吃食，即“用面搅成的浆糊”指？,搅团,面糊,噶哒,面茶,1,5900,5910,
367,蚵仔煎发源于福建哪里？,泉州,厦门,福州,漳州,1,5900,5910,
368,最初的卤煮出自于宫廷的？,苏造肉,东坡肉,囊包肉,锅包肉,1,5900,5910,
369,桥尾是安徽省哪里的特产，腊肉中的佼佼者？,定远,宏村,芜湖,英山,1,5900,5910,
370,白吉馍源自？,咸阳,雍州,大兴,后梁,1,5900,5910,
371,锅贴是一种煎烙的馅类小食，起源？,胶东,胶西,胶南,胶北,1,5900,5910,
372,热干面创始人？,蔡明伟,蔡小伟,蔡二伟,蔡大伟,1,5900,5910,
373,哪种佐料是汉中面皮味道的关键？,油泼辣子,熟油,大米,底垫子,1,5900,5910,
374,传说谁喜欢吃臭豆腐，还将其列为御膳小菜，取名“青方”？,慈禧,乾隆,嬴政,孝庄,1,5900,5910,
375,馓子，古称“寒具”，多在寒食节食用，史书记载始于？,北朝,南朝,北宋,南宋,1,5900,5910,
376,粢饭糕是一种流行于江南一带的传统小吃相传与哪个古人有关？,伍子胥,吕不韦,荆轲,秦桧,1,5900,5910,
377,糯米鸡是哪里特色？,武汉,长沙,成都,重庆,1,5900,5910,
378,据史书考证，烧饼是汉代谁从西域传来的？,班超,班固,王莽,陈胜,1,5900,5910,
379,宁波第一街头小吃？,油墩子,糕饼,汤圆,蚕豆饭,1,5900,5910,
380,清明的前一天是什么节日？,寒食节,火食节,春食节,糗食节,1,5900,5910,
381,包子是中国传统面食之一，相传由三国时期谁发明？,诸葛亮,刘备,曹操,关羽,1,5900,5910,
382,"古话说""二十三，糖瓜粘，灶君老爷要上天""是北方的？",小年,大年,冬至,除夕,1,5900,5910,
383,至今哪里仍有“冬至不端饺子碗，冻掉耳朵没人管”的民谣？,南阳,咸阳,洛阳,西安,1,5900,5910,
384,奶茶所用茶叶是？,青砖茶,薏米茶,滇红,普洱茶,1,5900,5910,
385,方便面里必然有哪种食品添加剂？,合成抗氧化剂,防腐剂,食用色素,漂白剂,1,5900,5910,
386,饮酒对人体哪个器官最为有害？,心脏,肺,皮肤,眼睛,1,5900,5910,
387,低盐饮食有利于预防什么疾病？,高血压,乙型肝炎,糖尿病,贫血,1,5900,5910,
388,预防中暑应该多喝哪种水？,盐开水,糖水,糖醋水,白开水,1,5900,5910,
389,哪一季节不易发哮喘？,夏,春,秋,一年四季,1,5900,5910,
390,谷类食品含量最高的是什么？,碳水化合物,脂肪,氨基酸,蛋白质,1,5900,5910,
391,吃完什么水果后马上喝水容易腹痛？,柿子,橘子,香蕉,草莓,1,5900,5910,
392,什么水果的核可以做药？,桃子,西瓜,芒果,榴莲,1,5900,5910,
393,哪一种植物有抑菌作用？,大蒜,西红柿,白菜,茄子,1,5900,5910,
394,苹果中含有增强记忆力的微量元素是？,锌,碘,铁,钙,1,5900,5910,
395,供给人的机体热能的最主要营养物质是？,糖,维生素,蛋白质,脂肪,1,5900,5910,
396,人体腋下的正常体温是多少？,36℃－37℃,35℃－36℃,37℃－38℃,38℃－40℃,1,5900,5910,
397,哪种维生素可以促进钙的吸收？,维生素D,维生素E,维生素A,维生素F,1,5900,5910,
398,炸油条用的膨松剂中含有一种对人体危害很大的元素，它是？,铝,铜,铁,铅,1,5900,5910,
399,花露水具有杀菌作用，其原因是？,花露水含酒精,花露水有毒,花露水含苯酚,花露水含香精,1,5900,5910,
400,疯牛病最早是在哪个国家发现的？,英国,美国,法国,中国,1,5900,5910,
401,人类的主要造血器官是？,骨髓,脊髓,大脑,心脏,1,5900,5910,
402,下列哪一种不能提供人类生命所需的能量？,正能量,碳水化合物,脂类,蛋白质,1,5900,5910,
403,人体出血量达到全身血量的多少，可出现休克，甚至危及生命？,0.3,0.2,0.4,0.5,1,5900,5910,
404,运动性腹痛的特点是？,运动中疼痛,运动前疼痛,停止运动后疼痛加重,运动后疼痛,1,5900,5910,
405,某一运动员在运动中发生右上腹痛，试问病变脏器可能是？,肝或胆,胃或十二指肠,脾,肠,1,5900,5910,
406,饱食后不宜做剧烈运动这是因为？,有障消化,胃会痛,肠道会堵塞,体重会增加,1,5900,5910,
407,哪两种因素影响和制约人体健康？,遗传、心理,环境、体育锻炼,身体、心理,生活方式,1,5900,5910,
408,运动创伤中重度擦伤不妥当处理是？,热敷法,冷敷法,抬高四肢法,绷带加压包扎法,1,5900,5910,
409,人体呼吸系统由呼吸道和什么脏器组成？,肺,心脏,肠子,肾,1,5900,5910,
410,食用没有煮熟的四季豆（扁豆）导致中毒的原因是？,皂素,秋水仙碱,龙葵素,以上都不是,1,5900,5910,
411,长期使用铝制品作为食品容器会引发下列哪种疾病？,老年痴呆症,肠胃疾病,健忘症,癌症,1,5900,5910,
412,成人正常情况下平静时的每分钟呼吸次数为？,16－20次／分,18－22次／分,20－24次／分,25－30次／分,1,5900,5910,
413,吃动物脂肪过多最大危害是？,容易动脉血管硬化,容易发胖,容易腹痛,致癌,1,5900,5910,
414,最佳睡眠时间是在什么时候？,22点—6点,20点—6点,23点—7点,0点—8点,1,5900,5910,
415,冻疮是由于皮肤哪一部分受损而引起的？,毛细血管,毛囊,汗腺,竖毛肌,1,5900,5910,
416,常吃宵夜的人，最容易的什么病？,胃病,高血糖,糖尿病,结石,1,5900,5910,
417,下面哪种炊具对人体健康最有益？,铁锅,铝锅,沙锅,不锈钢锅,1,5900,5910,
418,什么时间吃水果比较好？,饭前食用,饭中,饭后,都一样,1,5900,5910,
419,正常成年人身上有多少块骨骼？,206,210,260,108,1,5900,5910,
420,夜盲症缺哪种维生素所导致？,维生素A,维生素B,维生素C,维生素D,1,5900,5910,
421,出现食物中毒症状时，最先采取的急救措施是？,催吐,吃解毒药物,喝水,人工呼吸,1,5900,5910,
422,睡觉前几小时最好不要吃东西，否则会发胖？,3小时,1小时,2小时,4小时,1,5900,5910,
423,下列哪种人最适宜坚持慢跑？,心脏病,肺病,肝病,哮喘,1,5900,5910,
424,吃太多手摇爆米花机爆出的米花会导致？,铅中毒,铬中毒,无碍,锡中毒,1,5900,5910,
425,缺少哪种维生素后，儿童易患佝偻病，成人易得软骨病？,维生素D,维生素A,维生素B,维生素C,1,5900,5910,
426,多喝水有助于健康，每天至少要保证几杯水呢？,8,5,6,7,1,5900,5910,
427,感冒忌用下列哪一种食物？,海鱼,西瓜,青菜,豆浆,1,5900,5910,
428,人体的第一次心跳是什么时候开始的？,胚胎发育到第3星期,胚胎发育到第2星期,胚胎发育到第1星期,出生后,1,5900,5910,
429,人体如果失水多少就会危及生命？,0.2,0.25,0.3,0.35,1,5900,5910,
430,人在补充钙时，应同时加服？,维生素D,维生素A,维生素B,维生素P,1,5900,5910,
431,被蜜蜂蜇伤后局部可用5%~20%的什么湿敷？,小苏打水,矿泉水,碘酒,酒精,1,5900,5910,
432,若有小面积皮肤损伤或烧伤、烫伤，可用以下哪种东西缓解？,牙膏,醋,护手霜,酒精,1,5900,5910,
433,牛奶不能同时与下列哪种食品同时食用？,水果,面食,肉制品,零食,1,5900,5910,
434,牛肉不能与以下哪种水果搭配食用？,柿子,梨,火龙果,香蕉,1,5900,5910,
435,出现中暑的症状时，处置不正确的是？,多喝水,及时到医院就诊,冷敷,不能从事剧烈劳动,1,5900,5910,
436,出现较大、较深的伤口，在去医院之前应采用的止血急救方法是？,加压包扎止血,指压止血,简单包扎止血,肢体出血部位放低,1,5900,5910,
437,羊肉不能与下列哪个在一起吃，否则会中毒？,西瓜,橘子,桃子,大米,1,5900,5910,
438,对人体来说安全电压是多少伏？,36伏,46伏,56伏,66伏,1,5900,5910,
439,用温度多高的水洗澡最好？,40度,30度,50度,20度,1,5900,5910,
440,每天一杯柠檬汁，柳橙汁，不但可以美白还可以？,淡化黑斑,消除疲劳,降低压力,治愈癌变,1,5900,5910,
